,intervalle,cost,emission,time
0,1,763.027,4.0,0.0584224
1,2,587.725,5.38087,0.355859
2,3,541.923,5.4767,0.387254
3,4,478.779,5.70796,0.177176
4,5,474.424,5.49109,0.179936
5,6,453.367,5.78589,0.205813
6,7,459.308,5.50917,0.157435
7,8,408.53,6.14244,0.114545
8,9,418.654,6.14244,0.143476
9,10,406.081,6.13292,0.30151
10,11,393.913,6.13292,0.309683
11,12,395.733,6.01222,0.397313
12,13,412.882,5.88575,0.293126
13,14,434.621,5.65723,0.118858
14,15,453.252,5.5,0.109549
