,intervalle,cost,emission,time
0,1,631.464,2.0,0.0430575
1,2,593.091,3.23772,0.073406
2,3,539.905,3.70955,0.133443
3,4,497.673,3.82174,0.0942057
4,5,480.458,3.4594,0.10576
5,6,469.842,3.7226,0.0852102
6,7,452.801,4.24755,0.0904589
7,8,462.839,4.30729,0.086911
8,9,473.583,3.49183,0.0923916
9,10,459.623,3.5,0.08349
