,intervalle,cost,emission,time
0,1,622.82,4.0,0.0440194
1,2,480.082,5.2994,0.138816
2,3,443.717,5.40848,0.199152
3,4,423.065,5.46682,0.157164
4,5,386.887,5.72453,0.132743
5,6,386.599,5.39016,0.108658
6,7,383.753,6.03512,0.113817
7,8,364.445,6.00759,0.0961308
8,9,354.007,5.95156,0.0910023
9,10,340.151,5.98781,0.085269
10,11,364.735,5.6733,0.0993989
11,12,373.324,5.44482,0.0765702
