,intervalle,cost,emission,time
0,1,480.81,5.0,0.096094
1,2,398.533,5.22362,0.119693
2,3,373.02,5.26171,0.330098
3,4,312.396,5.94935,0.133466
4,5,304.288,5.46109,0.140297
5,6,242.527,6.154,0.0754102
6,7,244.93,5.99582,0.0637255
7,8,268.235,5.73671,0.167792
8,9,274.93,5.69696,0.108261
9,10,293.842,5.5,0.123697
