,intervalle,cost,emission,time
0,1,150.0,2.0,0.0115977
1,2,130.0,3.88571,0.0364227
2,3,125.0,4.62947,0.0456164
3,4,125.0,4.52551,0.0505559
4,5,120.0,5.00803,0.0434691
5,6,115.0,5.39811,0.025566
6,7,115.0,5.8343,0.0463381
7,8,115.0,5.8343,0.0540036
8,9,115.0,5.39811,0.0453288
9,10,115.0,5.39811,0.0324091
