,intervalle,cost,emission,time
0,1,357.468,4.0,0.0672911
1,2,357.468,4.0,0.315005
2,3,350.076,4.39505,0.324278
3,4,333.668,4.56871,0.240116
4,5,320.437,4.48282,0.237066
5,6,308.47,5.07488,0.229562
6,7,306.393,4.63203,0.246535
7,8,312.032,4.6785,0.182911
8,9,316.468,4.74764,0.189084
9,10,313.057,4.5,0.169895
