,intervalle,cost,emission,time
0,1,490.81,4.0,0.0731729
1,2,398.533,5.22362,0.0756157
2,3,373.02,5.26171,0.289374
3,4,312.396,5.94935,0.291052
4,5,304.288,5.46109,0.204428
5,6,242.527,6.154,0.0694455
6,7,244.93,5.99582,0.0574113
7,8,268.235,5.73671,0.081516
8,9,274.93,5.69696,0.0878639
9,10,293.842,5.5,0.0796628
