,intervalle,cost,emission,time
0,1,490.81,4.0,0.122525
1,2,487.671,4.12397,0.49787
2,3,456.643,4.61757,0.365999
3,4,379.032,4.71646,0.0742051
4,5,376.691,4.41784,0.299959
5,6,352.47,5.07488,0.370026
6,7,331.258,5.38793,0.328756
7,8,354.102,5.06894,0.426906
8,9,366.766,4.5,0.436156
9,10,366.766,4.5,0.614115
