,intervalle,cost,emission,time
0,1,803.647,2.0,0.0871189
1,2,728.361,3.26157,0.170164
2,3,671.052,3.5,0.197026
3,4,644.669,3.46199,0.187778
4,5,624.51,3.69746,0.127524
5,6,622.735,3.5,0.122403
6,7,631.075,3.68525,0.130581
7,8,622.884,3.81144,0.119325
8,9,592.348,3.85707,0.0857381
9,10,553.961,4.14742,0.074554
10,11,590.199,3.7883,0.0942167
11,12,592.05,3.5,0.0868927
