,intervalle,cost,emission,time
0,1,294.181,3.0,0.0325556
1,2,294.181,3.0,0.0505964
2,3,293.427,3.12685,0.135183
3,4,282.301,3.37603,0.0949988
4,5,276.458,3.47691,0.0974027
5,6,273.911,3.56308,0.111815
6,7,267.422,3.69025,0.0671057
7,8,264.127,3.76107,0.060037
8,9,274.181,3.3716,0.0957685
9,10,271.79,3.5,0.0845602
