,intervalle,cost,emission,time
0,1,294.181,3.0,0.0384589
1,2,223.216,4.76894,0.0787698
2,3,213.922,4.98864,0.118232
3,4,200.0,4.87085,0.0769979
4,5,180.0,5.33919,0.0803931
5,6,169.793,5.71625,0.0731815
6,7,165.173,6.13423,0.0622634
7,8,176.746,5.87978,0.0581543
8,9,167.246,5.74628,0.04239
9,10,180.0,5.24245,0.0873546
