,intervalle,cost,emission,time
0,1,490.81,4.0,0.0512643
1,2,487.671,4.12397,0.222228
2,3,456.643,4.61757,0.244658
3,4,379.032,4.71646,0.103253
4,5,376.691,4.41784,0.14974
5,6,352.47,5.07488,0.141656
6,7,331.258,5.38793,0.111506
7,8,354.102,5.06894,0.13045
8,9,366.766,4.5,0.118885
9,10,366.766,4.5,0.0998207
