,intervalle,cost,emission,time
0,1,150.0,2.0,0.0963527
1,2,142.686,3.24918,0.0848306
2,3,135.0,3.47814,0.0731487
3,4,125.442,4.23876,0.0512919
4,5,130.0,3.63947,0.307581
5,6,120.0,4.93773,0.0517481
6,7,124.791,5.38793,0.570587
7,8,125.0,4.23056,0.131693
8,9,125.0,4.84261,0.0622364
9,10,125.0,4.09985,0.219601
