,intervalle,cost,emission,time
0,1,631.464,2.0,0.0792165
1,2,593.091,3.23772,0.278168
2,3,539.905,3.70955,0.571863
3,4,497.673,3.7858,0.410595
4,5,480.458,3.4594,0.204003
5,6,469.842,3.7226,0.15693
6,7,452.801,4.24755,0.17479
7,8,462.839,4.30729,0.111925
8,9,473.583,3.49183,0.403209
9,10,459.623,3.5,0.488654
